text_clean,airline_sentiment,negativereason,airline,topic
youre running hour behind replying anyone via twitter beyond unacceptable running time,negative,Customer Service Issue,American,18
not sure made stand line outside plane isnt ready board could sitting inside,negative,longlines,American,-1
even get one knew anything bag ridiculous still dont bag saturday,negative,Lost Luggage,American,0
thank parker screwing chairman preferred fly firstclass option treated like crap staff,negative,Flight Attendant Complaints,American,14
think good get everyone gate flight wait plane not ready,negative,Late Flight,American,2
poor experience day ord chkin emp cust waiting asked speak wsupervisor told min mtg,negative,Customer Service Issue,American,-1
trying reach american airline since last evening cancelled flight flight worst customer service ever,negative,Customer Service Issue,American,1
cruel amp unusual cancelled flight flight notice amp make someone stay hold min amp listen loop,negative,Cancelled Flight,American,3
please help youve rebooked incorrectly flight cancelled flightled please fix flt tuesday,negative,Cancelled Flight,American,-1
day since contacted customer relation surf fail baggagedrama,negative,Customer Service Issue,American,0
ive night someone please help need flt fixed please,negative,Customer Service Issue,American,48
tried day disconnected due heavy call volume,negative,Customer Service Issue,American,16
got call saying flight cancelled flightled checked online isnt cancelled flightled near bad weather job interview,negative,Cancelled Flight,American,-1
worstcustservice contingency plan extra worker bad weather hour hold ridiculous,negative,Customer Service Issue,American,28
please stop changing flight spring break time,negative,Flight Booking Problems,American,-1
school trip including sleep airport different standby flightsthis not good,negative,Can't Tell,American,32
customer service inferior nationalized third world nation airline get together,negative,Customer Service Issue,American,1
not cancelled flight flight jfk delay hour youve lost bag worst airline ever,negative,Cancelled Flight,American,15
want thank guy hour delay flight jfk due staff shortage not weather,negative,Late Flight,American,15
delayed hour chicago still managed lose bag really not happy,negative,Late Flight,American,0
rubbish social medium air two hour late flight thats better cancelled flightled,negative,Late Flight,American,-1
yes manage lose two bag horrendous airline,negative,Lost Luggage,American,0
fligth somthing talk,negative,Late Flight,American,-1
interested possibly changing flight another dayneed see fee number busy,negative,Customer Service Issue,American,-1
understand busy still gotten answer need get home guy not helped,negative,Customer Service Issue,American,-1
not yet called baggage status time yesterday,negative,Can't Tell,American,0
hold two hour waiting hour earlier cant get info reservation,negative,Customer Service Issue,American,8
except wait time phone system hang continuing hold wont help,negative,Customer Service Issue,American,16
lga already time pulled flight qqbmug feel free look many flight weve reticketed,negative,Late Flight,American,-1
except call youll get message trust ive tried,negative,Customer Service Issue,American,-1
westjet rep wont anything lost luggage never even checked westjet lost,negative,Lost Luggage,American,0
waited airport two day get home not weather relate flightd dealt horrible customer service finally switched,negative,Customer Service Issue,American,1
ignoring purpose sad enough automated system hang,negative,Customer Service Issue,American,-1
need talk get full refund trip call center offer assistance,negative,Customer Service Issue,American,20
wont find luggage without blaming everyone else,negative,Lost Luggage,American,0
usair elite member one big disappointment way treated epicfailure,negative,Can't Tell,American,-1
love cant get agent phone automated system hang,negative,Customer Service Issue,American,19
called abt flight cancelled flightlation flight cancelled flightled sunday two call not okay,negative,Cancelled Flight,American,1
thank worst experience ever airline hope embarrassed airline pathetic,negative,Can't Tell,American,-1
week ago today arrived miami still dont bag absolute disgrace,negative,Lost Luggage,American,0
going homeless place stay tonight respond back sleep,negative,Can't Tell,American,32
clue place stay not,negative,Customer Service Issue,American,24
really verify youve booked hotel extra night kinda unsettling get call,negative,Customer Service Issue,American,24
extra night stay san juan check,negative,Can't Tell,American,24
hey got call saying flight rescheduled cant get anyone see youre providing hotel,negative,Late Flight,American,24
dont wait bag walmart get need tomorrow morning,negative,Lost Luggage,American,0
